Year,Prosper Rating (Letter),Estimated Return
2009,HR,0.1399
2011,B,0.1074
2010,C,0.2021
2011,B,0.104
2010,D,0.0855
2012,HR,0.1246
2013,A,0.05568
2013,C,0.1053
2010,E,0.1557
2013,C,0.08926
2010,AA,0.055
2011,HR,0.0967
2010,AA,0.0779
2013,AA,0.05516
2013,B,0.0868
2013,B,0.0878
2013,B,0.0876
2012,E,0.1257
2013,C,0.1044
2013,B,0.102
2011,E,0.1487
2010,A,0.0787
2011,D,0.1755
2012,D,0.1012
2013,C,0.08728
2013,D,0.1303
2013,A,0.0782
2010,A,0.0608
2012,B,0.112
2012,B,0.0731
2012,A,0.0623
2011,E,0.1487
2013,E,0.1137
2013,D,0.09066
2011,D,0.1232
2013,B,0.0697
2013,HR,0.1185
2013,A,0.0657
2013,C,0.08872
2013,C,0.0898
2012,A,0.0623
2013,B,0.07689
2013,E,0.1244
2012,E,0.1582
2011,B,0.0731
2012,HR,0.12
2013,C,0.1133
2013,E,0.1137
2010,C,0.0955
2013,C,0.08728
2013,C,0.1003
2011,E,0.1487
2012,C,0.1422
2012,HR,0.1124
2009,AA,0.063
2013,B,0.0963
2012,E,0.1567
2010,E,0.1761
2010,D,0.1504
2013,C,0.08976
2010,AA,0.055
2011,HR,0.1246
2010,D,0.1504
2013,AA,0.0532
2011,B,0.104
2012,HR,0.1174
2012,C,0.1437
2011,B,0.1173
2013,HR,0.11348
2013,E,0.115
2013,AA,0.04261
2010,A,0.0973
2012,A,0.0842
2012,D,0.1104
2011,E,0.1201
2013,A,0.0578
2012,B,0.1385
2013,B,0.1141
2011,HR,0.1018
2012,A,0.0911
2010,HR,0.0799
2013,C,0.08529
2012,E,0.1257
2011,D,0.1363
2012,HR,0.1271
2012,B,0.0926
2012,A,0.0836
2013,C,0.08724
2013,B,0.07408
2013,AA,0.04554
2013,B,0.0963
2013,D,0.08578
2012,HR,0.1246
2012,HR,0.1246
2013,AA,0.04231
2013,A,0.0749
2012,C,0.1047
2011,B,0.0942
2012,A,0.1065
2013,C,0.1262
2012,C,0.1419
2011,B,0.142
2013,C,0.1152
2011,B,0.0942
2013,A,0.0706
2012,AA,0.0554
2011,A,0.087
2012,E,0.1587
2013,E,0.10307
2013,C,0.1124
2013,D,0.116
2013,A,0.0631
2012,HR,0.1246
2012,E,0.1371
2011,D,0.128
2012,B,0.0494
2013,A,0.06462
2012,B,0.0953
2013,C,0.1133
2010,D,0.156
2013,D,0.1288
2011,E,0.1561
2013,C,0.08223
2012,B,0.0926
2013,A,0.06388
2012,AA,0.0549
2013,B,0.0888
2012,D,0.1202
2013,D,0.09066
2012,A,0.0687
2011,D,0.1317
2013,C,0.08976
2013,E,0.1237
2012,B,0.0924
2012,C,0.1103
2010,E,0.1761
2012,C,0.1492
2013,HR,0.11348
2013,E,0.1241
2011,A,0.0807
2013,C,0.08529
2013,C,0.08872
2013,C,0.07824
2013,B,0.0876
2012,A,0.0623
2013,A,0.05879
2009,D,0.1341
2011,HR,0.1267
2012,C,0.111
2013,D,0.09167
2012,D,0.1458
2011,B,0.0878
2013,E,0.1122
2013,C,0.0941
2011,HR,0.0887
2013,C,0.08724
2012,C,0.111
2013,C,0.0955
2011,E,0.1487
2013,C,0.0984
2012,HR,0.1221
2011,B,0.1074
2010,AA,0.0525
2012,E,0.1257
2012,D,0.1458
2012,E,0.115
2011,HR,0.1087
2011,E,0.1487
2011,HR,0.1148
2013,A,0.0906
2011,D,0.1317
2011,D,0.1363
2013,C,0.1115
2010,D,0.0174
2013,A,0.07284
2013,C,0.08022
2013,E,0.1237
2013,B,0.07408
2011,E,0.1487
2013,A,0.06462
2012,HR,0.1271
2013,C,0.08724
2013,C,0.1147
2013,A,0.0727
2013,B,0.07408
2012,C,0.1422
2013,C,0.0984
2013,B,0.07689
2013,C,0.1004
2012,C,0.1422
2012,C,0.1449
2013,D,0.0927
2012,B,0.1389
2012,D,0.1189
2009,A,0.0717
2012,HR,0.1246
2013,D,0.1012
2011,E,0.1439
2011,D,0.1232
2010,B,0.0764
2010,A,0.0708
2012,HR,0.1221
2011,D,0.1232
2013,E,0.1122
2012,A,0.101
2012,B,0.0868
2013,D,0.09066
2012,E,0.1547
2013,AA,0.053
2013,A,0.06153
2012,B,0.0843
2013,C,0.1133
2011,HR,0.1246
2013,C,0.08022
2013,E,0.10941
2012,C,0.1492
2013,C,0.0898
2013,A,0.07078
2011,E,0.143
2009,A,0.0727
2012,D,0.1511
2013,D,0.09066
2013,C,0.07713
2013,C,0.08473
2011,D,0.1414
2012,C,0.0987
2013,B,0.0876
2011,D,0.1414
2012,C,0.1442
2010,A,0.0608
2010,B,0.0749
2012,E,0.1263
2013,B,0.07408
2012,B,0.1272
2013,A,0.06499
2010,D,0.1463
2012,HR,0.1174
2013,C,0.1091
2012,C,0.1408
2013,B,0.0778
2013,E,0.1244
2012,C,0.1014
2012,C,0.111
2011,E,0.1487
2013,B,0.08154
2013,C,0.1124
2013,C,0.0955
2011,D,0.1363
2011,A,0.0771
2013,E,0.1122
2013,C,0.08027
2013,C,0.1105
2013,D,0.1051
2012,C,0.1277
2011,B,0.1074
2013,A,0.0727
2011,E,0.1487
2013,AA,0.0498
2010,A,0.0565
2011,C,0.158
2012,A,0.0662
2011,E,0.1487
2010,E,0.1724
2012,D,0.1495
2011,HR,0.12
2011,D,0.1628
2010,D,0.1504
2011,AA,0.04
2013,D,0.09512
2012,B,0.1074
2012,B,0.119
2013,C,0.0898
2011,E,0.0979
2012,A,0.0597
2012,B,0.1272
2013,C,0.1124
2013,C,0.095
2012,AA,0.0884
2012,D,0.1166
2012,E,0.1276
2013,C,0.1115
2013,D,0.1186
2013,C,0.08022
2010,D,0.2332
2013,D,0.0927
2013,C,0.07824
2012,C,0.1442
2013,A,0.0631
2013,C,0.08022
2013,C,0.08473
2012,HR,0.1246
2012,C,0.1062
2013,AA,0.04261
2011,E,0.1487
2013,B,0.08215
2012,A,0.0328
2013,C,0.0955
2013,E,0.1107
2012,B,0.0486
2012,B,0.0924
2013,D,0.1173
2013,C,0.1091
2009,AA,0.0899
2012,A,0.1115
2010,HR,0.1299
2012,A,0.0906
2011,C,0.1147
2013,A,0.0691
2012,C,0.1062
2011,D,0.1317
2012,A,0.1222
2011,E,0.1487
2011,C,0.0793
2013,E,0.10941
2012,C,0.1442
2013,C,0.0999
2013,D,0.1039
2013,A,0.07284
2012,B,0.0761
2013,E,0.1122
2011,D,0.1414
2013,D,0.1079
2013,C,0.0984
2013,A,0.0706
2012,A,0.101
2013,B,0.0697
2013,E,0.09414
2012,B,0.0731
2012,D,0.1025
2013,A,0.06706
2013,C,0.0898
2013,C,0.0999
2013,D,0.08919
2011,B,0.1074
2012,C,0.0559
2010,AA,0.0535
2013,E,0.10941
2012,C,0.1442
2011,C,0.1147
2011,B,0.0584
2012,D,0.115
2011,AA,0.0245
2012,A,0.0662
2013,E,0.10256
2013,B,0.0905
2013,B,0.102
2012,C,0.1062
2012,C,0.1103
2013,HR,0.11348
2012,E,0.1347
2011,E,0.1487
2013,C,0.08284
2013,C,0.0898
2013,B,0.0858
2012,E,0.1276
2013,B,0.07344
2009,A,0.0524
2013,A,0.0727
2013,B,0.0493
2013,C,0.0898
2011,B,0.1074
2012,AA,0.0399
2013,A,0.0749
2012,HR,0.1271
2013,B,0.0963
2012,C,0.1062
2011,D,0.1414
2013,D,0.1079
2013,B,0.0697
2012,B,0.1195
2012,AA,0.055
2010,A,0.1483
2013,C,0.08922
2013,D,0.116
2012,D,0.1144
2013,A,0.1065
2012,AA,0.055
2009,C,0.1324
2013,HR,0.11348
2013,B,0.07689
2012,HR,0.1246
2013,D,0.0837
2010,B,0.0772
2011,AA,0.0604
2012,HR,0.1246
2013,A,0.0666
2013,B,0.0905
2013,E,0.1137
2013,C,0.08728
2013,E,0.10423
2013,D,0.1079
2011,D,0.1048
2011,AA,0.0903
2013,C,0.1147
2012,D,0.1511
2013,E,0.1122
2011,E,0.1439
2013,B,0.102
2013,C,0.1091
2012,HR,0.1246
2013,B,0.07408
2013,D,0.116
2013,HR,0.1185
2010,AA,0.0595
2013,C,0.07923
2013,C,0.0898
2010,D,0.1633
2012,HR,0.1174
2013,B,0.0876
2013,HR,0.11116
2013,C,0.08724
2011,D,0.1357
2013,B,0.07517
2013,HR,0.1185
2013,B,0.0484
2013,C,0.1053
2013,B,0.0803
2013,B,0.07689
2013,E,0.1137
2013,B,0.08321
2011,E,0.1487
2013,B,0.08215
2013,D,0.09167
2011,C,0.0953
2010,E,0.1761
2012,AA,0.0565
2011,B,0.1173
2013,E,0.10102
2013,C,0.0999
2013,D,0.1079
2013,D,0.09512
2012,HR,0.1271
2013,B,0.0789
2011,E,0.1561
2012,C,0.1281
2012,A,0.0842
2013,C,0.1091
2011,D,0.1414
2013,B,0.0943
2013,B,0.07517
2013,D,0.099
2013,C,0.1152
2012,E,0.1587
2013,C,0.0984
2011,HR,0.1087
2013,B,0.08215
2011,C,0.1147
2012,A,0.0961
2013,B,0.074
2013,B,0.0876
2012,C,0.1492
2013,C,0.08926
2012,C,0.1062
2013,E,0.1122
2013,HR,0.11348
2013,A,0.0712
2012,C,0.0563
2013,A,0.05879
2011,E,0.1394
2011,C,0.1595
2011,D,0.1357
2012,B,0.1074
2012,C,0.1003
2010,D,0.1454
2012,C,0.1014
2012,D,0.1295
2010,D,0.1455
2011,AA,0.04
2009,D,0.1419
2013,D,0.09512
2009,D,0.1438
2011,D,0.1357
2012,C,0.1014
2013,E,0.1137
2011,C,0.1206
2013,HR,0.11116
2012,D,0.1295
2013,A,0.0666
2011,E,0.1487
2010,C,0.1055
2013,A,0.06153
2013,A,0.07284
2012,C,0.111
2009,D,0.1438
2013,C,0.08529
2011,B,0.1173
2012,B,0.0926
2013,D,0.08821
2012,HR,0.1271
2013,C,0.0532
2012,C,0.111
2011,E,0.1439
2013,D,0.1039
2013,E,0.1237
2012,AA,0.0381
2013,D,0.08474
2013,A,0.0631
2013,A,0.06663
2009,AA,0.086
2012,B,0.0761
2013,D,0.1039
2013,E,0.1093
2012,HR,0.1246
2011,D,0.1414
2012,HR,0.1171
2013,A,0.0727
2011,B,0.0488
2012,HR,0.1246
2012,AA,0.0549
2013,D,0.1012
2013,B,0.0963
2012,B,0.09
2012,B,0.1195
2013,A,0.06388
2011,E,0.1047
2013,D,0.0837
2013,D,0.0927
2012,D,0.1144
2013,C,0.0984
2013,C,0.08627
2011,D,0.1048
2013,B,0.1001
2013,C,0.0999
2013,HR,0.1185
2013,C,0.08022
2013,C,0.0898
2012,C,0.1062
2013,E,0.1354
2013,B,0.102
2013,C,0.1152
2012,E,0.1257
2010,B,0.0749
2013,A,0.0691
2013,C,0.1115
2011,HR,0.12
2013,E,0.1107
2013,E,0.10748
2013,A,0.0657
2013,A,0.06026
2013,C,0.0999
2013,E,0.1122
2012,A,0.0623
2013,B,0.08004
2013,D,0.09512
2012,B,0.0803
2012,B,0.0926
2013,B,0.08209
2013,E,0.1248
2012,E,0.1276
2012,C,0.1408
2011,D,0.1232
2011,D,0.1243
2011,HR,0.1267
2013,B,0.08215
2011,D,0.1363
2013,C,0.08724
2013,C,0.08728
2012,A,0.0906
2013,C,0.0984
2013,E,0.10102
2013,E,0.1122
2011,D,0.1243
2011,E,0.0959
2013,B,0.0905
2013,B,0.07344
2011,A,0.0856
2012,A,0.0623
2013,AA,0.04261
2013,C,0.1053
2012,B,0.128
2013,A,0.0749
2012,AA,0.0399
2013,D,0.1025
2013,C,0.0898
2013,B,0.074
2010,C,0.1341
2012,D,0.1511
2012,HR,0.1271
2011,B,0.0878
2013,D,0.1079
2013,B,0.0943
2012,E,0.1547
2012,HR,0.1246
2010,D,0.1504
2013,B,0.0838
2010,B,0.0764
2012,A,0.1115
2012,A,0.06
2012,B,0.0761
2013,C,0.1053
2013,B,0.0905
2012,HR,0.1271
2013,C,0.1101
2013,C,0.08529
2013,C,0.0912
2013,D,0.09167
2011,HR,0.1018
2011,B,0.078
2013,A,0.06663
2012,C,0.1492
2013,A,0.0691
2011,D,0.1414
2013,C,0.08724
2010,D,0.1463
2013,C,0.0984
2013,A,0.06462
2012,A,0.0623
2012,HR,0.1174
2013,C,0.08976
2013,A,0.0691
2009,A,0.1264
2013,C,0.08976
2009,A,0.0786
2011,D,0.1357
2010,E,0.1538
2013,A,0.07284
2009,AA,0.06
2013,E,0.10544
2012,E,0.1263
2013,C,0.08529
2013,C,0.0984
2013,A,0.0706
2013,A,0.07487
2013,E,0.10102
2013,C,0.0955
2013,B,0.0905
2013,C,0.1044
2013,E,0.1168
2010,D,0.156
2013,C,0.0912
2013,A,0.06499
2012,AA,0.0549
2010,C,0.1502
2013,D,0.116
2012,E,0.1216
2012,A,0.1048
2013,D,0.09609
2013,E,0.1237
2013,B,0.07192
2013,D,0.0927
2012,C,0.111
2012,HR,0.1246
2013,E,0.10544
2012,E,0.1567
2013,B,0.0876
2012,C,0.1281
2011,HR,0.1267
2011,E,0.1487
2013,E,0.1122
2011,AA,0.0554
2013,E,0.1122
2013,C,0.08872
2013,D,0.099
2011,C,0.0793
2010,A,0.0608
2011,A,0.0666
2012,B,0.1389
2013,C,0.1115
2013,D,0.1235
2013,A,0.0712
2011,E,0.1487
2012,C,0.1492
2011,A,0.0807
2013,B,0.08004
2013,D,0.1065
2013,B,0.0868
2013,D,0.116
2013,C,0.0922
2013,HR,0.11116
2013,E,0.09858
2011,D,0.1317
2013,HR,0.1185
2012,B,0.0935
2013,A,0.07487
2013,C,0.08284
2013,B,0.07517
2013,A,0.0727
2013,D,0.09512
2012,E,0.1263
2010,C,0.0815
2010,A,0.1049
2013,E,0.1241
2013,C,0.08279
2010,A,0.0676
2012,C,0.1442
2013,D,0.0927
2011,E,0.1201
2012,A,0.0911
2013,A,0.05568
2012,C,0.1459
2011,D,0.1414
2012,HR,0.1246
2013,B,0.102
2013,C,0.1091
2011,B,0.0782
2013,E,0.10307
2013,B,0.0876
2013,E,0.09414
2010,D,0.1504
2012,A,0.0623
2013,D,0.09066
2013,C,0.1091
2013,A,0.0748
2013,C,0.08872
2012,A,0.1115
2013,D,0.1065
2013,D,0.0927
2010,D,0.1504
2013,B,0.08268
2013,B,0.08268
2012,D,0.1145
2012,HR,0.1124
2012,D,0.1281
2012,B,0.0935
2013,D,0.1025
2013,C,0.08524
2011,B,0.1074
2012,E,0.0644
2012,D,0.1494
2012,D,0.1523
2012,C,0.1492
2013,C,0.08529
2013,D,0.09512
2011,D,0.1357
2013,D,0.1051
2011,HR,0.12
2011,D,0.1317
2013,B,0.08154
2011,B,0.1074
2013,C,0.1091
2012,C,0.111
2013,D,0.09609
2013,D,0.09512
2013,C,0.0912
2013,A,0.0645
2013,B,0.0861
2009,E,0.0346
2012,HR,0.1124
2013,C,0.08284
2013,B,0.07344
2010,D,0.156
2013,AA,0.0426
2013,C,0.1053
2011,HR,0.1087
2013,AA,0.05047
2013,AA,0.0552
2011,B,0.0731
2013,A,0.06663
2013,A,0.06968
2013,C,0.1115
2013,D,0.09512
2012,B,0.0926
2013,C,0.1053
2013,C,0.1044
2010,D,0.1674
2013,C,0.1053
2011,A,0.0666
2012,AA,0.0565
2013,B,0.08321
2013,C,0.07713
2009,AA,0.056
2012,D,0.1144
2012,A,0.0517
2013,D,0.123
2011,B,0.1351
2011,D,0.1243
2012,B,0.1385
2013,B,0.08321
2012,E,0.1257
2012,A,0.108
2012,C,0.1014
2013,A,0.0691
2013,E,0.09737
2013,E,0.10256
2012,B,0.1074
2013,B,0.08209
2009,AA,0.06
2012,A,0.0836
2013,B,0.0789
2012,HR,0.1221
2013,HR,0.11348
2011,HR,0.1148
2013,AA,0.053
2012,HR,0.1124
2012,HR,0.1246
2012,C,0.0987
2013,E,0.1107
2012,A,0.0517
2013,B,0.102
2011,E,0.1487
2013,AA,0.0532
2013,C,0.1053
2013,C,0.1003
2012,E,0.1223
2011,D,0.1454
2010,D,0.1405
2011,B,0.0976
2012,C,0.111
2013,B,0.0838
2013,B,0.0697
2011,D,0.1698
2011,HR,0.12
2013,C,0.08627
2011,E,0.1561
2009,HR,0.102
2012,B,0.0935
2012,C,0.142
2012,E,0.115
2012,C,0.1062
2013,C,0.08473
2012,A,0.101
2013,C,0.1004
2012,B,0.0548
2013,C,0.1004
2012,HR,0.1246
2013,D,0.1065
2013,B,0.08209
2013,HR,0.10663
2012,E,0.1363
2013,B,0.0888
2010,AA,0.057
2013,E,0.10748
2012,A,0.0911
2012,B,0.09
2011,C,0.0936
2010,HR,0.1369
2013,AA,0.0498
2013,C,0.1044
2013,A,0.0728
2013,AA,0.05047
2011,A,0.0905
2013,A,0.06388
2010,D,0.1433
2013,C,0.08421
2013,AA,0.04554
2013,D,0.0584
2013,HR,0.11348
2013,D,0.1065
2012,C,0.1442
2013,HR,0.1185
2011,B,0.1074
2013,E,0.1242
2013,B,0.07517
2013,C,0.0999
2013,B,0.0876
2013,A,0.05879
2013,A,0.0728
2010,HR,0.0799
2011,E,0.143
2013,D,0.08474
2013,B,0.1001
2013,D,0.123
2012,D,0.1144
2012,C,0.1103
2011,E,0.1487
2013,C,0.08976
2011,D,0.1454
2011,E,0.1487
2013,E,0.1242
2010,HR,0.0798
2012,D,0.1511
2013,A,0.0657
2012,D,0.1241
2011,D,0.1363
2013,HR,0.11348
2013,E,0.10544
2011,E,0.1561
2013,B,0.08321
2013,D,0.1065
2011,C,0.1124
2013,A,0.07078
2011,E,0.1561
2011,AA,0.04
2013,A,0.06462
2012,A,0.0796
2013,B,0.0943
2012,E,0.1352
2013,B,0.0803
2013,C,0.0975
2011,C,0.158
2010,A,0.0642
2011,D,0.1649
2013,A,0.0631
2011,E,0.1487
2012,AA,0.0549
2013,C,0.08284
2013,C,0.1133
2013,C,0.1124
2013,HR,0.1185
2012,B,0.0806
2013,D,0.1039
2013,B,0.07192
2010,AA,0.0555
2011,D,0.122
2013,C,0.0912
2013,C,0.08284
2012,A,0.0842
2013,B,0.0466
2012,C,0.0987
2011,HR,0.1267
2013,A,0.0749
2011,C,0.0936
2012,HR,0.1246
2009,C,0.1498
2011,D,0.1317
2012,HR,0.1271
2013,A,0.05879
2013,B,0.08215
2011,E,0.1487
2013,B,0.0861
2012,E,0.1568
2013,C,0.08473
2012,E,0.0959
2011,HR,0.1018
2010,AA,0.055
2013,B,0.07517
2013,AA,0.0425
2013,D,0.123
2012,E,0.1257
2012,C,0.1408
2012,C,0.142
2013,E,0.10256
2012,C,0.111
2013,B,0.074
2013,C,0.08524
2009,AA,0.0465
2012,HR,0.1246
2012,D,0.1303
2012,E,0.0644
2011,D,0.1232
2012,C,0.1422
2012,D,0.1025
2013,B,0.08215
2013,A,0.07487
2012,D,0.1025
2013,A,0.0782
2012,C,0.1492
2012,D,0.1144
2011,A,0.0438
2009,C,0.1985
2010,D,0.1946
2013,D,0.08578
2013,B,0.08215
2012,HR,0.1246
2011,A,0.0657
2009,C,0.1211
2012,C,0.1492
2013,C,0.1004
2013,D,0.09609
2013,D,0.1039
2012,D,0.1202
2013,C,0.08724
2013,A,0.0749
2011,B,0.1009
2013,B,0.08154
2012,E,0.1582
2011,E,0.1487
2013,C,0.1147
2012,E,0.0682
2012,E,0.1256
2013,E,0.09858
2011,C,0.0793
2013,D,0.0927
2011,E,0.1439
2013,A,0.0645
2013,C,0.08627
2013,A,0.06081
2012,HR,0.1246
2009,B,0.0881
2010,C,0.1196
2013,B,0.0789
2012,HR,0.1271
2012,E,0.1257
2013,A,0.06968
2011,D,0.128
2013,B,0.0868
2012,D,0.1458
2013,D,0.1079
2010,D,0.1504
2013,A,0.0728
2012,D,0.1281
2013,C,0.08172
2010,E,0.1442
2013,C,0.1105
2013,B,0.0905
2011,D,0.1357
2013,C,0.08872
2013,C,0.08227
2013,A,0.0727
2013,C,0.1152
2010,A,0.0608
2011,D,0.1628
2013,B,0.0905
2012,HR,0.1246
2012,AA,0.0392
2012,HR,0.1246
2013,A,0.06
2013,C,0.08279
2013,D,0.0837
2013,A,0.0727
2012,D,0.1144
2011,D,0.128
2013,B,0.0861
2013,A,0.0706
2013,D,0.1065
2013,C,0.095
2012,D,0.115
2013,A,0.06968
2013,B,0.07689
2013,AA,0.0532
2012,B,0.0924
2013,E,0.10748
2013,C,0.1133
2011,D,0.1317
2013,A,0.06153
2013,A,0.06462
2013,C,0.08872
2012,HR,0.1246
2011,D,0.1357
2013,B,0.08154
2012,B,0.1214
2013,C,0.07923
2012,A,0.0906
2010,C,0.0816
2012,HR,0.1246
2011,C,0.1172
2013,B,0.0838
2012,B,0.0731
2013,D,0.1173
2012,HR,0.1246
2011,A,0.0766
2013,C,0.08728
2011,D,0.1317
2009,A,0.0787
2012,B,0.0935
2012,B,0.051
2013,C,0.08022
2011,E,0.1561
2012,HR,0.1246
2009,E,0.1819
2009,HR,-0.0168
2012,A,0.101
2013,E,0.0962
2011,HR,0.1087
2013,B,0.0818
2012,E,0.1257
2013,B,0.08215
2013,AA,0.04806
2012,C,0.1029
2011,D,0.1534
2011,HR,0.1267
2010,E,0.1773
2012,A,0.06
2012,B,0.112
2011,C,0.1172
2011,AA,0.0245
2013,C,0.08724
2013,A,0.05568
2013,C,0.1133
2013,A,0.1065
2013,E,0.1241
2010,A,0.0608
2013,D,0.08578
2011,C,0.0936
2013,B,0.0963
2012,HR,0.1246
2013,B,0.0697
2012,B,0.128
2010,AA,0.058
2012,A,0.1164
2013,D,0.1051
2012,D,0.1144
2009,A,0.1234
2012,D,0.1523
2012,HR,0.1246
2013,B,0.102
2013,B,0.102
2013,D,0.123
2013,C,0.1004
2013,AA,0.046
2010,B,0.0764
2012,D,0.1104
2012,C,0.1103
2013,C,0.08172
2013,C,0.08284
2009,AA,0.055
2011,D,0.1414
2013,C,0.0955
2013,A,0.06388
2013,AA,0.0532
2012,B,0.0761
2013,B,0.0878
2013,A,0.0782
2013,E,0.1237
2012,E,0.1276
2011,E,0.0982
2012,B,0.0761
2012,HR,0.1271
2013,A,0.06663
2013,B,0.1001
2013,C,0.0528
2013,E,0.10423
2012,A,0.0597
2013,B,0.08004
2013,A,0.0657
2012,HR,0.1246
2013,A,0.07078
2013,E,0.115
2013,D,0.08474
2013,E,0.115
2012,D,0.1458
2009,C,0.1206
2011,AA,0.04
2013,A,0.0631
2013,B,0.07463
2013,B,0.0697
2013,E,0.1093
2010,E,0.1761
2013,D,0.0927
2010,E,0.1761
2010,HR,-0.0544
2013,B,0.0878
2013,C,0.1053
2013,AA,0.0466
2011,A,0.0657
2013,B,0.0963
2012,AA,0.0399
2012,C,0.111
2009,E,0.0441
2013,C,0.08421
2013,B,0.08154
2013,B,0.07077
2013,C,0.08922
2011,D,0.1363
2012,C,0.0597
2013,E,0.10941
2013,E,0.09858
2013,A,0.06
2013,B,0.0868
2013,C,0.08227
2012,HR,0.1271
2013,D,0.09066
2011,D,0.1317
2012,HR,0.1246
2013,E,0.1093
2013,A,0.07284
2011,A,0.0671
2013,AA,0.051
2013,E,0.10307
2010,HR,0.0799
2012,D,0.1458
2012,HR,0.1246
2013,C,0.08284
2010,D,0.1463
2013,C,0.0999
2012,HR,0.1246
2013,E,0.10423
2010,C,0.1416
2013,B,0.102
2010,D,0.1504
2009,C,0.0996
2011,AA,0.0245
2013,E,0.1122
2013,A,0.0749
2011,E,0.1561
2010,C,0.1138
2013,C,0.08027
2011,E,0.1487
2013,A,0.0624
2011,D,0.1232
2012,AA,0.0565
2012,AA,0.045
2013,A,0.0712
2013,A,0.0691
2011,C,0.1147
2012,A,0.0623
2013,C,0.08421
2013,B,0.08321
2012,HR,0.1271
2011,E,0.143
2010,E,0.1395
2011,D,0.1414
2013,D,0.1012
2011,HR,0.1148
2010,HR,-0.0345
2012,C,0.1083
2013,HR,0.11348
2011,AA,0.0604
2012,AA,0.055
2013,D,0.0837
2013,B,0.07463
2011,C,0.1147
2012,A,0.0662
2013,HR,0.1185
2012,C,0.111
2012,E,0.1168
2013,C,0.08421
2012,C,0.111
2010,E,0.1762
2012,A,0.06
2013,HR,0.11348
2013,C,0.1133
2009,D,0.2313
2013,C,0.0898
2013,E,0.1345
2012,C,0.1239
2013,D,0.09066
2013,A,0.0749
2013,C,0.0999
2013,E,0.10941
2012,B,0.0914
2011,D,0.1243
2013,E,0.10941
2013,B,0.0789
2013,A,0.06663
2013,E,0.1093
2013,C,0.1152
2013,A,0.07078
2013,C,0.07713
2012,C,0.1014
2013,C,0.07923
2013,D,0.123
2013,C,0.08524
2013,B,0.1001
2013,E,0.115
2011,D,0.1243
2010,A,0.0608
2012,HR,0.1246
2013,A,0.0645
2012,AA,0.0547
2012,AA,0.045
2011,D,0.1414
2011,HR,0.1246
2013,C,0.08421
2012,C,0.1246
2011,D,0.1243
2013,C,0.1053
2013,HR,0.11348
2011,C,0.1172
2013,E,0.10544
2012,HR,0.1246
2013,C,0.08421
2011,A,0.116
2011,D,0.1317
2012,B,0.1074
2012,C,0.111
2013,A,0.06462
2012,AA,0.0549
2011,D,0.1414
2013,A,0.0691
2012,E,0.1276
2012,D,0.1511
2011,E,0.1561
2012,C,0.1062
2011,HR,0.1148
2011,D,0.1327
2011,D,0.1357
2011,D,0.1357
2013,C,0.1115
2013,C,0.08421
2013,C,0.095
2013,C,0.1152
2012,C,0.1003
2013,C,0.1044
2013,D,0.1039
2012,A,0.0597
2013,C,0.1281
2013,D,0.116
2012,AA,0.0752
2013,C,0.08872
2011,E,0.1152
2013,E,0.1107
2013,D,0.1039
2013,E,0.1093
2012,A,0.0597
2013,E,0.10102
2011,HR,0.1087
2012,C,0.1491
2013,B,0.08321
2013,C,0.1091
2012,C,0.0424
2012,D,0.1281
2013,D,0.08821
2013,B,0.1001
2010,C,0.1247
2012,C,0.1029
2013,HR,0.1185
2011,E,0.1487
2011,AA,0.0604
2011,A,0.0567
2010,E,0.1392
2011,AA,0.0903
2013,C,0.08529
2011,D,0.1317
2013,E,0.1107
2010,HR,0.0713
2012,D,0.1458
2012,A,0.0597
2012,C,0.111
2013,C,0.1115
2013,C,0.0941
2012,D,0.1495
2013,A,0.0631
2013,A,0.0691
2013,B,0.0838
2011,B,0.0878
2012,B,0.1214
2013,C,0.08284
2011,C,0.1124
2012,HR,0.1271
2011,E,0.143
2013,D,0.09066
2011,B,0.0731
2010,B,0.0796
2010,D,0.1504
2010,E,0.1442
2013,B,0.08268
2011,C,0.1206
2013,C,0.0984
2012,AA,0.0933
2013,A,0.06026
2013,E,0.10941
2010,HR,0.1399
2013,E,0.1093
2010,HR,0.0699
2013,E,0.1244
2013,B,0.1001
2013,B,0.0818
2012,D,0.1189
2011,D,0.1163
2013,B,0.08209
2012,A,0.1115
2011,C,0.0936
2013,D,0.09512
2012,HR,0.1246
2011,E,0.1371
2013,A,0.0748
2012,E,0.1276
2013,C,0.08728
2011,A,0.0766
2012,AA,0.0549
2012,B,0.0935
2012,C,0.1246
2012,B,0.0761
2013,C,0.07766
2013,C,0.08022
2013,A,0.0691
2011,HR,0.1148
2013,D,0.08474
2013,A,0.06
2012,C,0.1442
2013,A,0.06499
2013,C,0.1053
2013,C,0.08728
2012,AA,0.0782
2013,C,0.07819
2009,A,0.0539
2011,B,0.142
2013,E,0.09858
2013,AA,0.0466
2013,E,0.10748
2013,A,0.0712
2013,E,0.1237
2012,B,0.1141
2012,A,0.0597
2013,AA,0.0552
2013,B,0.0789
2012,C,0.111
2013,A,0.06499
2013,B,0.102
2013,A,0.0631
2013,B,0.0778
2013,B,0.08004
2013,B,0.0697
2012,C,0.0984
2013,HR,0.11348
2013,E,0.1093
2012,C,0.1029
2012,B,0.0731
2012,AA,0.0542
2011,D,0.1232
2011,HR,0.1267
2010,B,0.0489
2010,HR,0.1369
2013,A,0.0782
2013,E,0.10423
2013,AA,0.05516
2012,A,0.0836
